Counter,index,NEIGHBORHOOD,BUILD_CLASS_CAT,TAX CLASS AT PRESENT,BLOCK,LOT,BUILD_CLASS_PRESENT,ADDRESS,ZIP,RES_UNITS,COM_UNITS,TOTAL_UNITS,LAND_SQ_FT,GROSS_SQ_FT,YEAR_BUILT,TAX_CLASS,BUILD_CLASS_SALE,SALE_PRICE,SALE_DATE,Counter,LG_SALE_PRICE,SHORT_DATE,LOWER,UPPER,NOT_RANGE,NUM_YEAR_BUILT,TO_DATE,NUMERIC_DATE,BUILT_YEAR,NUMERIC_YEAR
1441,1441.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,147,1613,R4,_52_THOMAS_STREET_,10013.0,1,,1.0,4743.422513918589,15985.373491160637,1915.0,2,_R4_,3000000,2012-12-26 00:00:00.000000000,1441.0,14.914122846632385,26-12-12,False,False,False,208,2012-12-26 00:00:00.000000000,353.0,1970-01-01 00:00:00.000001915,3.644204928283314e-15
1443,1443.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1028,R4,_77_READE_STREET_,10007.0,1,,1.0,3533.849772869349,11909.103250914675,2009.0,2,_R4_,2235000,2012-08-29 00:00:00.000000000,1443.0,14.619751786029806,29-08-12,False,False,False,113,2012-08-29 00:00:00.000000000,234.0,1970-01-01 00:00:00.000002009,6.6229463479235894e-15
1444,1444.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1029,R4,_77_READE_STREET_,10007.0,1,,1.0,3201.8101968950477,10790.12710653343,2009.0,2,_R4_,2025000,2012-09-18 00:00:00.000000000,1444.0,14.521080258522776,18-09-12,False,False,False,113,2012-09-18 00:00:00.000000000,254.0,1970-01-01 00:00:00.000002009,6.6229463479235894e-15
1445,1445.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1030,R4,_77_READE_STREET_,10007.0,1,,1.0,4427.491600801556,14920.683675155375,2009.0,2,_R4_,2800188,2012-08-09 00:00:00.000000000,1445.0,14.845197115748594,09-08-12,False,False,False,113,2012-09-08 00:00:00.000000000,244.0,1970-01-01 00:00:00.000002009,6.6229463479235894e-15
1452,1452.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1107,R4,_57_READE_STREET_,10007.0,1,,1.0,3241.3387178443695,10923.338552293102,2010.0,2,_R4_,2050000,2013-05-03 00:00:00.000000000,1452.0,14.53335035111459,03-05-13,False,False,False,158,2013-03-05 00:00:00.000000000,422.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1457,1457.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1113,R4,_57_READE_STREET_,10007.0,1,,1.0,3219.9933165317357,10851.40437158288,2010.0,2,_R4_,2036500,2013-06-28 00:00:00.000000000,1457.0,14.526743206070604,28-06-13,False,False,False,158,2013-06-28 00:00:00.000000000,537.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1463,1463.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1119,R4,_57_READE_STREET_,10007.0,1,,1.0,3012.0732963383043,10150.712166887004,2010.0,2,_R4_,1905000,2013-01-16 00:00:00.000000000,1463.0,14.459992566542939,16-01-13,False,False,False,158,2013-01-16 00:00:00.000000000,374.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1469,1469.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1125,R4,_57_READE_STREET_,10007.0,1,,1.0,3031.5798308563753,10216.449351140487,2010.0,2,_R4_,1917337,2013-02-28 00:00:00.000000000,1469.0,14.466447802091384,28-02-13,False,False,False,158,2013-02-28 00:00:00.000000000,417.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1474,1474.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1129,R4,_57_READE_STREET_,10007.0,1,,1.0,2735.3736496930533,9218.232046569301,2010.0,2,_R4_,1730000,2013-04-01 00:00:00.000000000,1474.0,14.363631966473962,01-04-13,False,False,False,158,2013-01-04 00:00:00.000000000,362.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1475,1475.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1130,R4,_57_READE_STREET_,10007.0,1,,1.0,3192.323351867211,10758.156359551109,2010.0,2,_R4_,2019000,2012-11-29 00:00:00.000000000,1475.0,14.518112897294975,29-11-12,False,False,False,158,2012-11-29 00:00:00.000000000,326.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1478,1478.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1134,R4,_57_READE_STREET_,10007.0,1,,1.0,2873.8436397193645,9684.877069523262,2010.0,2,_R4_,1817576,2013-02-08 00:00:00.000000000,1478.0,14.41301430319644,08-02-13,False,False,False,158,2013-08-02 00:00:00.000000000,572.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1479,1479.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1135,R4,_57_READE_STREET_,10007.0,1,,1.0,3070.2624414573816,10346.810071960903,2010.0,2,_R4_,1941802,2012-08-08 00:00:00.000000000,1479.0,14.479126965889842,08-08-12,False,False,False,158,2012-08-08 00:00:00.000000000,213.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1480,1480.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1136,R4,_57_READE_STREET_,10007.0,1,,1.0,2711.65653712346,9138.305179113497,2010.0,2,_R4_,1715000,2012-11-28 00:00:00.000000000,1480.0,14.354923638582177,28-11-12,False,False,False,158,2012-11-28 00:00:00.000000000,325.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1484,1484.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1139,R4,_57_READE_STREET_,10007.0,1,,1.0,2846.0535083511536,9591.224094696383,2010.0,2,_R4_,1800000,2013-01-09 00:00:00.000000000,1484.0,14.403297222866392,09-01-13,False,False,False,158,2013-09-01 00:00:00.000000000,602.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1485,1485.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1140,R4,_57_READE_STREET_,10007.0,1,,1.0,3118.879359943371,10510.649493329638,2010.0,2,_R4_,1972550,2012-08-14 00:00:00.000000000,1485.0,14.494837679923357,14-08-12,False,False,False,158,2012-08-14 00:00:00.000000000,219.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1486,1486.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1141,R4,_57_READE_STREET_,10007.0,1,,1.0,3106.5717596605905,10469.172777577907,2010.0,2,_R4_,1964766,2013-02-07 00:00:00.000000000,1486.0,14.490883712224974,07-02-13,False,False,False,158,2013-07-02 00:00:00.000000000,541.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1491,1491.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1145,R4,_57_READE_STREET_,10007.0,1,,1.0,3533.849772869349,11909.103250914675,2010.0,2,_R4_,2235000,2012-08-10 00:00:00.000000000,1491.0,14.619751786029806,10-08-12,False,False,False,158,2012-10-08 00:00:00.000000000,274.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1492,1492.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1146,R4,_57_READE_STREET_,10007.0,1,,1.0,3155.957112593835,10635.601829452211,2010.0,2,_R4_,1996000,2013-01-22 00:00:00.000000000,1492.0,14.506655735853546,22-01-13,False,False,False,158,2013-01-22 00:00:00.000000000,380.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1495,1495.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1149,R4,_57_READE_STREET_,10007.0,1,,1.0,2704.778574478278,9115.126387551314,2010.0,2,_R4_,1710650,2012-08-17 00:00:00.000000000,1495.0,14.352383973211758,17-08-12,False,False,False,158,2012-08-17 00:00:00.000000000,222.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1496,1496.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1150,R4,_57_READE_STREET_,10007.0,1,,1.0,3550.042236191029,11963.671987555666,2010.0,2,_R4_,2245241,2012-08-16 00:00:00.000000000,1496.0,14.624323423062853,16-08-12,False,False,False,158,2012-08-16 00:00:00.000000000,221.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1497,1497.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1151,R4,_57_READE_STREET_,10007.0,1,,1.0,3004.1675921484402,10124.06987773507,2010.0,2,_R4_,1900000,2012-11-26 00:00:00.000000000,1497.0,14.457364444136669,26-11-12,False,False,False,158,2012-11-26 00:00:00.000000000,323.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1501,1501.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1155,R4,_57_READE_STREET_,10007.0,1,,1.0,3399.4528016416557,11456.184335331789,2010.0,2,_R4_,2150000,2012-09-28 00:00:00.000000000,1501.0,14.580978400103845,28-09-12,False,False,False,158,2012-09-28 00:00:00.000000000,264.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1502,1502.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1156,R4,_57_READE_STREET_,10007.0,1,,1.0,2964.6390711991185,9990.858431975399,2010.0,2,_R4_,1875000,2012-08-16 00:00:00.000000000,1502.0,14.444119217386648,16-08-12,False,False,False,158,2012-08-16 00:00:00.000000000,221.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1504,1504.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1158,R4,_57_READE_STREET_,10007.0,1,,1.0,2713.2376779614333,9143.633636943885,2010.0,2,_R4_,1716000,2012-11-09 00:00:00.000000000,1504.0,14.355506559030045,09-11-12,False,False,False,158,2012-09-11 00:00:00.000000000,247.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1506,1506.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1160,R4,_57_READE_STREET_,10007.0,1,,1.0,2885.5820293004754,9724.435540456054,2010.0,2,_R4_,1825000,2012-10-16 00:00:00.000000000,1506.0,14.417090544998729,16-10-12,False,False,False,158,2012-10-16 00:00:00.000000000,282.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1507,1507.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1161,R4,_57_READE_STREET_,10007.0,1,,1.0,3241.3387178443695,10923.338552293102,2010.0,2,_R4_,2050000,2013-03-14 00:00:00.000000000,1507.0,14.53335035111459,14-03-13,False,False,False,158,2013-03-14 00:00:00.000000000,431.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1508,1508.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1162,R4,_57_READE_STREET_,10007.0,1,,1.0,7470.890459421778,25176.963248578002,2010.0,2,_R4_,4725000,2013-03-22 00:00:00.000000000,1508.0,15.36837811890998,22-03-13,False,False,False,158,2013-03-22 00:00:00.000000000,439.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1509,1509.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1164,R4,_57_READE_STREET_,10007.0,1,,1.0,2962.393851209197,9983.292021856249,2010.0,2,_R4_,1873580,2012-09-12 00:00:00.000000000,1509.0,14.443361597131553,12-09-12,False,False,False,158,2012-12-09 00:00:00.000000000,336.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1511,1511.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1166,R4,_57_READE_STREET_,10007.0,1,,1.0,5296.821807209091,17850.333731796043,2010.0,2,_R4_,3350000,2013-06-26 00:00:00.000000000,1511.0,15.02447090380125,26-06-13,False,False,False,158,2013-06-26 00:00:00.000000000,535.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1513,1513.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1168,R4,_57_READE_STREET_,10007.0,1,,1.0,2917.2048460599326,9831.004697063792,2010.0,2,_R4_,1845000,2012-09-12 00:00:00.000000000,1513.0,14.427989835456765,12-09-12,False,False,False,158,2012-12-09 00:00:00.000000000,336.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1514,1514.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1169,R4,_57_READE_STREET_,10007.0,1,,1.0,2948.82766281939,9937.573853671529,2010.0,2,_R4_,1865000,2012-12-18 00:00:00.000000000,1514.0,14.438771611060053,18-12-12,False,False,False,158,2012-12-18 00:00:00.000000000,345.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1515,1515.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1170,R4,_57_READE_STREET_,10007.0,1,,1.0,3873.7950530335147,13054.721684447853,2010.0,2,_R4_,2450000,2012-12-05 00:00:00.000000000,1515.0,14.71159858252091,05-12-12,False,False,False,158,2012-05-12 00:00:00.000000000,125.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1517,1517.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1173,R4,_57_READE_STREET_,10007.0,1,,1.0,2938.2435060499993,9901.90515695492,2010.0,2,_R4_,1858306,2012-10-17 00:00:00.000000000,1517.0,14.435175878013997,17-10-12,False,False,False,158,2012-10-17 00:00:00.000000000,283.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1518,1518.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1174,R4,_57_READE_STREET_,10007.0,1,,1.0,3813.711701190546,12852.240286893153,2010.0,2,_R4_,2412000,2012-08-28 00:00:00.000000000,1518.0,14.695966836829212,28-08-12,False,False,False,158,2012-08-28 00:00:00.000000000,233.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1519,1519.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1178,R4,_57_READE_STREET_,10007.0,1,,1.0,3518.0383644896206,11855.818672610805,2010.0,2,_R4_,2225000,2012-08-13 00:00:00.000000000,1519.0,14.615267473582477,13-08-12,False,False,False,158,2012-08-13 00:00:00.000000000,218.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1520,1520.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1179,R4,_57_READE_STREET_,10007.0,1,,1.0,5303.857883938071,17874.045369141266,2010.0,2,_R4_,3354450,2013-05-31 00:00:00.000000000,1520.0,15.025798380522973,31-05-13,False,False,False,158,2013-05-31 00:00:00.000000000,509.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1521,1521.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1180,R4,_57_READE_STREET_,10007.0,1,,1.0,3083.2246340470833,10390.492769254413,2010.0,2,_R4_,1950000,2013-01-11 00:00:00.000000000,1521.0,14.48333993053993,11-01-13,False,False,False,158,2013-11-01 00:00:00.000000000,663.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1522,1522.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1180,R4,_57_READE_STREET_,10007.0,1,,1.0,3076.9000706951915,10369.178937932867,2010.0,2,_R4_,1946000,2012-08-14 00:00:00.000000000,1522.0,14.481286541728087,14-08-12,False,False,False,158,2012-08-14 00:00:00.000000000,219.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1523,1523.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1181,R4,_57_READE_STREET_,10007.0,1,,1.0,3478.509843540299,11722.607226851134,2010.0,2,_R4_,2200000,2013-01-22 00:00:00.000000000,1523.0,14.603967918328545,22-01-13,False,False,False,158,2013-01-22 00:00:00.000000000,380.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1524,1524.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1182,R4,_57_READE_STREET_,10007.0,1,,1.0,4694.407147941431,15820.191298418644,2010.0,2,_R4_,2969000,2013-03-28 00:00:00.000000000,1524.0,14.903735753745897,28-03-13,False,False,False,158,2013-03-28 00:00:00.000000000,445.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1525,1525.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1183,R4,_57_READE_STREET_,10007.0,1,,1.0,3037.5296638296672,10236.500337956233,2010.0,2,_R4_,1921100,2012-09-06 00:00:00.000000000,1525.0,14.468408496616535,06-09-12,False,False,False,158,2012-06-09 00:00:00.000000000,153.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1526,1526.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1184,R4,_57_READE_STREET_,10007.0,1,,1.0,3478.509843540299,11722.607226851134,2010.0,2,_R4_,2200000,2012-09-27 00:00:00.000000000,1526.0,14.603967918328545,27-09-12,False,False,False,158,2012-09-27 00:00:00.000000000,263.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1527,1527.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,149,1185,R4,_57_READE_STREET_,10007.0,1,,1.0,4464.520338086042,15045.470829085205,2010.0,2,_R4_,2823607,2012-08-16 00:00:00.000000000,1527.0,14.85352570360507,16-08-12,False,False,False,158,2012-08-16 00:00:00.000000000,221.0,1970-01-01 00:00:00.000002010,6.6546350864304e-15
1532,1532.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,150,1313,R4,_108_DUANE_STREET_,10007.0,1,,1.0,5465.937468956993,18420.254924418565,1915.0,2,_R4_,3456958,2013-04-01 00:00:00.000000000,1532.0,15.055899569567593,01-04-13,False,False,False,208,2013-01-04 00:00:00.000000000,362.0,1970-01-01 00:00:00.000001915,3.644204928283314e-15
1533,1533.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,150,1314,R4,_108_DUANE_STREET_,10007.0,1,,1.0,5232.488348793651,17633.529439593265,1915.0,2,_R4_,3309312,2012-10-09 00:00:00.000000000,1533.0,15.012250870763511,09-10-12,False,False,False,208,2012-09-10 00:00:00.000000000,246.0,1970-01-01 00:00:00.000001915,3.644204928283314e-15
1540,1540.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,173,1306,R4,_79_WORTH_STREET_,10013.0,1,,1.0,3478.509843540299,11722.607226851134,1920.0,2,_R4_,2200000,2013-04-26 00:00:00.000000000,1540.0,14.603967918328545,26-04-13,False,False,False,758,2013-04-26 00:00:00.000000000,474.0,1970-01-01 00:00:00.000001920,3.802648620817372e-15
1541,1541.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,173,1310,R4,_79_WORTH_STREET_,10013.0,1,,1.0,4071.4376577801227,13720.778913246213,1920.0,2,_R4_,2575000,2012-08-31 00:00:00.000000000,1541.0,14.761360092079974,31-08-12,False,False,False,758,2012-08-31 00:00:00.000000000,236.0,1970-01-01 00:00:00.000001920,3.802648620817372e-15
1542,1542.0,CIVIC_CENTER_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,175,1204,R4,_55_WHITE_STREET_,10013.0,1,,1.0,4466.722867273338,15052.893370842934,1860.0,2,_R4_,2825000,2013-07-01 00:00:00.000000000,1542.0,14.854018922562679,01-07-13,False,False,False,1,2013-01-07 00:00:00.000000000,365.0,1970-01-01 00:00:00.000001860,1.901324310408686e-15
1557,1557.0,CIVIC_CENTER_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,135,1602,R1,_92_CHAMBERS_STREET_,10007.0,1,,1.0,2822.336395781561,9511.297227240579,1915.0,2,_R1_,1785000,2012-12-17 00:00:00.000000000,1557.0,14.394928973195876,17-12-12,False,False,False,208,2012-12-17 00:00:00.000000000,344.0,1970-01-01 00:00:00.000001915,3.644204928283314e-15
1558,1558.0,CIVIC_CENTER_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,135,1703,R1,_16_WARREN_STREET_,10007.0,1,,1.0,5178.236244361127,17450.69939451703,2006.0,2,_R1_,3275000,2012-11-29 00:00:00.000000000,1558.0,15.001828427051489,29-11-12,False,False,False,290,2012-11-29 00:00:00.000000000,326.0,1970-01-01 00:00:00.000002006,6.527880132403155e-15
1561,1561.0,CIVIC_CENTER_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,145,1504,R1,_119_CHAMBERS_STREET_,10007.0,1,,1.0,4901.536597715876,16518.219274199324,1920.0,2,_R1_,3100000,2012-12-28 00:00:00.000000000,1561.0,14.946912669455374,28-12-12,False,False,False,758,2012-12-28 00:00:00.000000000,355.0,1970-01-01 00:00:00.000001920,3.802648620817372e-15
1564,1564.0,CIVIC_CENTER_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,147,1403,R1,_56_THOMAS_STREET_,10013.0,1,,1.0,4182.117516438223,14093.770961373295,1920.0,2,_R1_,2645000,2013-06-11 00:00:00.000000000,1564.0,14.788181623274538,11-06-13,False,False,False,758,2013-11-06 00:00:00.000000000,668.0,1970-01-01 00:00:00.000001920,3.802648620817372e-15
1566,1566.0,CIVIC_CENTER_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,174,1003,R1,_65_LEONARD_STREET_,10013.0,1,,1.0,3162.2816759457264,10656.915660773759,1915.0,2,_R1_,2000000,2012-10-02 00:00:00.000000000,1566.0,14.508657738524219,02-10-12,False,False,False,208,2012-02-10 00:00:00.000000000,33.0,1970-01-01 00:00:00.000001915,3.644204928283314e-15
1567,1567.0,CIVIC_CENTER_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,174,1005,R1,_65_LEONARD_STREET_,10013.0,1,,1.0,3399.4528016416557,11456.184335331789,1915.0,2,_R1_,2150000,2012-12-04 00:00:00.000000000,1567.0,14.580978400103845,04-12-12,False,False,False,208,2012-04-12 00:00:00.000000000,95.0,1970-01-01 00:00:00.000001915,3.644204928283314e-15
1568,1568.0,CIVIC_CENTER_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,174,1104,R1,_85_LEONARD_STREET_,10013.0,1,,1.0,4996.405047994248,16837.926744022538,1910.0,2,_R1_,3160000,2013-04-01 00:00:00.000000000,1568.0,14.966082585563095,01-04-13,False,False,False,779,2013-01-04 00:00:00.000000000,362.0,1970-01-01 00:00:00.000001910,3.4857612357492576e-15
1571,1571.0,CIVIC_CENTER_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,175,1402,R1,_88_FRANKLIN_STREET_,10013.0,1,,1.0,5680.31961175522,19142.72453626723,1915.0,2,_R1_,3592545,2012-12-21 00:00:00.000000000,1571.0,15.0943714229529,21-12-12,False,False,False,208,2012-12-21 00:00:00.000000000,348.0,1970-01-01 00:00:00.000001915,3.644204928283314e-15
1572,1572.0,CIVIC_CENTER_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,175,1403,R1,_88_FRANKLIN_STREET_,10013.0,1,,1.0,5654.47112133604,19055.614907656065,1915.0,2,_R1_,3576197,2012-12-21 00:00:00.000000000,1572.0,15.08981050324363,21-12-12,False,False,False,208,2012-12-21 00:00:00.000000000,348.0,1970-01-01 00:00:00.000001915,3.644204928283314e-15
1573,1573.0,CIVIC_CENTER_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,175,1404,R1,_88_FRANKLIN_STREET_,10013.0,1,,1.0,5646.563836005337,19028.9672900463,1915.0,2,_R1_,3571196,2012-12-21 00:00:00.000000000,1573.0,15.088411111656763,21-12-12,False,False,False,208,2012-12-21 00:00:00.000000000,348.0,1970-01-01 00:00:00.000001915,3.644204928283314e-15
1574,1574.0,CIVIC_CENTER_,15_CONDOS_-_2-10_UNIT_RESIDENTIAL_,2C,175,1405,R1,_88_FRANKLIN_STREET_,10013.0,1,,1.0,5646.563836005337,19028.9672900463,1915.0,2,_R1_,3571196,2012-12-21 00:00:00.000000000,1574.0,15.088411111656763,21-12-12,False,False,False,208,2012-12-21 00:00:00.000000000,348.0,1970-01-01 00:00:00.000001915,3.644204928283314e-15
1609,1609.0,CLINTON_,_,4,1063,1111,RB,_428_WEST_54TH_STREET_,10019.0,0,,1.0,4642.590000399384,15645.567078401205,2007.0,4,_RB_,2936228,2013-04-01 00:00:00.000000000,1609.0,14.89263632237717,01-04-13,False,False,False,1538,2013-01-04 00:00:00.000000000,362.0,1970-01-01 00:00:00.000002007,6.5595688709099665e-15
1891,1891.0,CLINTON_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1063,1101,R4,_425_WEST_53RD_STREET_,10019.0,1,,1.0,4506.25138822266,15186.104816602605,2007.0,2,_R4_,2850000,2012-12-28 00:00:00.000000000,1891.0,14.862829552244833,28-12-12,False,False,False,1538,2012-12-28 00:00:00.000000000,355.0,1970-01-01 00:00:00.000002007,6.5595688709099665e-15
1896,1896.0,CLINTON_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1063,1109,R4,_425_WEST_53RD_STREET_,10019.0,1,,1.0,5020.12216056384,16917.853611478342,2007.0,2,_R4_,3175000,2012-12-03 00:00:00.000000000,1896.0,14.970818190308929,03-12-12,False,False,False,1538,2012-03-12 00:00:00.000000000,64.0,1970-01-01 00:00:00.000002007,6.5595688709099665e-15
1900,1900.0,CLINTON_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1063,1138,R4,_425_WEST_53RD_STREET_,10019.0,1,,1.0,4269.080262526731,14386.836142044573,2007.0,2,_R4_,2700000,2013-02-08 00:00:00.000000000,1900.0,14.808762330974558,08-02-13,False,False,False,1538,2013-08-02 00:00:00.000000000,572.0,1970-01-01 00:00:00.000002007,6.5595688709099665e-15
1901,1901.0,CLINTON_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1063,1140,R4,_425_WEST_53RD_STREET_,10019.0,1,,1.0,3614.442102521664,12180.700074987324,2007.0,2,_R4_,2285971,2013-03-14 00:00:00.000000000,1901.0,14.642301437342166,14-03-13,False,False,False,1538,2013-03-14 00:00:00.000000000,431.0,1970-01-01 00:00:00.000002007,6.5595688709099665e-15
1903,1903.0,CLINTON_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1063,1141,R4,_425_WEST_53RD_STREET_,10019.0,1,,1.0,3897.512165603108,13134.648551903656,2007.0,2,_R4_,2465000,2012-10-22 00:00:00.000000000,1903.0,14.717702365458928,22-10-12,False,False,False,1538,2012-10-22 00:00:00.000000000,288.0,1970-01-01 00:00:00.000002007,6.5595688709099665e-15
1904,1904.0,CLINTON_,13_CONDOS_-_ELEVATOR_APARTMENTS_,2,1063,1142,R4,_425_WEST_53RD_STREET_,10019.0,1,,1.0,3407.3585058315202,11482.826624483725,2007.0,2,_R4_,2155000,2013-01-15 00:00:00.000000000,1904.0,14.583301281519985,15-01-13,False,False,False,1538,2013-01-15 00:00:00.000000000,373.0,1970-01-01 00:00:00.000002007,6.5595688709099665e-15
